1730862627, 2018-09-06 12:58:29, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 不了不了，谢谢柯老板，怕是吃了这顿这学期都不好过
83604387, 2018-09-06 12:59:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@计3黄靖茹 别撤了，我看到了
2739294360, 2018-09-06 12:59:29, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情]
2739294360, 2018-09-06 12:59:37, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#食堂太远
83604387, 2018-09-06 12:59:39, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@计3黄靖茹 你如果还能吃，没问题
2739294360, 2018-09-06 12:59:45, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#虚静阁又倒闭了
beenl@foxmail.com, 2018-09-06 13:00:23, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 我错了我不能
2759947904, 2018-09-06 13:00:38, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#你可以
2739294360, 2018-09-06 13:04:27, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情]
2739294360, 2018-09-06 13:04:50, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#中午靠着烘焙坊的两个蛋卷就解决了[表情]
1259125423, 2018-09-06 13:05:48, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 玫瑰二楼的鱼粉
83604387, 2018-09-06 13:06:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#好的，我试试看
1259125423, 2018-09-06 13:07:56, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#还有一区学生街的中国牛肉面，这家店的面食可棒了[表情]作为北方人，感觉还不错的面馆
83604387, 2018-09-06 13:09:36, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#拉面？
1441646795, 2018-09-06 13:09:47, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#炒刀削
83604387, 2018-09-06 13:10:59, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#团队项目大家也可以考虑福大版的大众点评，落地化是本校学生的优势
83604387, 2018-09-06 13:11:12, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#针对食堂
83604387, 2018-09-06 13:12:01, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#包括带餐等
2739294360, 2018-09-06 13:12:10, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情]
1259125423, 2018-09-06 13:19:09, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 盖浇面，盖浇饭都不错
83604387, 2018-09-06 15:28:19, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
83604387, 2018-09-06 15:28:34, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#补选的同学注意作业提交，不是完成博客就好
wohzmxixi@qq.com, 2018-09-06 15:32:55, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#好的~
601537645, 2018-09-06 15:34:24, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
beenl@foxmail.com, 2018-09-06 18:14:38, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#可是补交的话，系统不是关闭了么= =
83604387, 2018-09-06 18:17:19, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#恩，是关闭了，可以联系助教延长deadline，为补选的绿色通道一下
2739294360, 2018-09-06 18:19:43, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#福大版的大众点评，感觉设计能做，编程也能做，但是具体运营就会头疼
83604387, 2018-09-06 18:30:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#如果运营起来了？是否可以做的足够好到可以卖？可以融资？想想总可以的
275922122, 2018-09-06 18:31:00, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#为补选同学提供的绿色通道已开启，关闭时间为9.9晚19点，请补选的同学在此之前补交作业[表情]
275922122, 2018-09-06 18:33:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#第一次作业补交地址:https://edu.cnblogs.com/campus/fzu/Grade2016SE/homework/2058?_wv=1031
2759947904, 2018-09-06 18:41:44, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#做不起来[表情]
83604387, 2018-09-07 12:04:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
davincigl@qq.com, 2018-09-07 12:05:23, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
1730862627, 2018-09-07 12:05:34, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 过分了啊，你不用上课啊
303241829, 2018-09-07 12:06:41, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#要不天天直播 这样我就不用纠结每天吃什么了 ！ 跟着老师步伐走！
83604387, 2018-09-07 12:07:10, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#这家螺狮粉也是同学们推荐的
83604387, 2018-09-07 12:07:21, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#我只是跟着大家的脚步
83604387, 2018-09-07 12:08:02, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@计1-胡绪佩 12点多谁上课
1357670938, 2018-09-07 12:08:56, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#紫荆的黄焖鸡米饭也推荐一下
1730862627, 2018-09-07 12:09:05, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#12点下课哪这么快哪吃啊…
1730862627, 2018-09-07 12:10:16, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 人肉叉烧了解一下
83604387, 2018-09-07 12:10:17, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@计4-蒋熊 恩，那个我吃过了
1403212943, 2018-09-07 12:11:12, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@教师_柯逍 一区有家肥肠刺身
1403212943, 2018-09-07 12:11:16, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#听说不错
83604387, 2018-09-07 12:11:32, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#不是吧，这么神奇，在哪里
ibelove@foxmail.com, 2018-09-07 12:13:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#33号楼有一家人肉叉烧包不错
1059690913, 2018-09-07 12:13:47, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#？
876336895, 2018-09-07 12:14:23, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#n
563541587, 2018-09-07 12:16:27, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
563541587, 2018-09-07 12:16:51, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#夏天的福州有大量人肉烧烤供应
1403212943, 2018-09-07 12:17:05, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#我们首先把坐垫烧热
83604387, 2018-09-07 12:17:36, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#哦，我挺爱吃烧烤的[表情]
1403212943, 2018-09-07 12:18:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
2759947904, 2018-09-07 12:19:06, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#这么巧吗
beenl@foxmail.com, 2018-09-07 12:24:58, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#！
beenl@foxmail.com, 2018-09-07 12:25:08, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#叉烧螺蛳粉好吃吧！
83604387, 2018-09-07 12:28:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#好吃，比预计的更好，非常接近我上个月在广西那家有名的店了
1403212943, 2018-09-07 12:29:22, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@计3黄靖茹 不敢靠近
1063107252, 2018-09-07 12:29:47, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#这家螺蛳粉在哪啊
1059690913, 2018-09-07 12:30:09, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#朝阳
83604387, 2018-09-07 12:30:34, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#朝阳二楼
2639349695, 2018-09-07 12:31:20, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#是挺好的[表情][表情]，前几天试了一下
1063107252, 2018-09-07 12:31:24, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
ibelove@foxmail.com, 2018-09-07 12:32:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#专业数计烤肉，精选天热无bug程序员，肉质鲜美，烤工一流，外加秘制调料，你值得拥有。
1035312333, 2018-09-07 12:33:04, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
beenl@foxmail.com, 2018-09-07 12:36:41, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@计三 王全炯 没有味道！
275922122, 2018-09-09 11:09:27, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@全体成员已经对部分有代码的pull request进行了合并，还未fork项目的同学在后续作业中请勿删改已经提交作业同学的代码。没有上传有效作业内容时请勿反复发起pull request，望理解，谢谢✧٩(ˊωˋ*)و✧
davincigl@qq.com, 2018-09-10 0:08:14, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#大哥们求助，崩了啊，git bash here闪退
davincigl@qq.com, 2018-09-10 0:08:40, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
davincigl@qq.com, 2018-09-10 0:08:58, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#网上办法没看懂
2739294360, 2018-09-10 9:06:09, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情]
2739294360, 2018-09-10 9:07:28, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#一个JDK只损坏了Hashmap
2739294360, 2018-09-10 9:07:34, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#这可能吗？
2739294360, 2018-09-10 12:03:10, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#感觉接口功能不是很必要使用，分成三个类完全是自找麻烦
1072797231, 2018-09-10 12:04:36, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#是给别人用的[表情]
2739294360, 2018-09-10 12:05:19, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#没有别人[表情]网上类似的东西非常多，都是我们自用
275922122, 2018-09-10 17:41:03, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@全体成员1.  距离第二次作业截止还剩 2 天时间，请同学们注意时间安排~2.  为了便于接下来结对作业的开展，有想法的同学们可以开始寻找结对队友啦，结对成功后请将你们结对信息填入在线表格3.  话说，团队组建是不是也可以开始了？每个团队限8-10人，其中包含一个小组长，欲组从速，不要最后发现自己落单啦23333（同样请将团队组建信息填入在线表格）
275922122, 2018-09-10 17:42:47, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#
2739294360, 2018-09-10 17:44:28, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情]
275922122, 2018-09-10 17:44:37, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#开心吗
2739294360, 2018-09-10 17:44:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#不开心
2739294360, 2018-09-10 17:45:01, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#被逼无奈后我会直接找校外的朋友
275922122, 2018-09-10 17:45:03, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#以后就不用一个人孤单的赶作业了
2739294360, 2018-09-10 17:45:31, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#对方试图用Kotlin直接交代码作业
2739294360, 2018-09-10 17:45:35, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#你收吗？[表情]
275922122, 2018-09-10 17:46:01, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#0分
2739294360, 2018-09-10 17:47:26, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情][表情][表情]
1357670938, 2018-09-10 17:47:28, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#8到10人
275922122, 2018-09-10 17:47:54, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#嫌多嫌少？
1357670938, 2018-09-10 17:48:25, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#太好了
1357670938, 2018-09-10 17:48:42, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#原来以为就几个人
275922122, 2018-09-10 17:48:56, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#终于要成为大哥大了
601537645, 2018-09-10 17:49:05, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
1357670938, 2018-09-10 17:49:17, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#求大哥大带
2759947904, 2018-09-10 17:49:30, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#@助教_王雨勤
2759947904, 2018-09-10 17:49:32, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
601537645, 2018-09-10 17:49:41, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
275922122, 2018-09-10 17:49:50, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#殴打现场
2739294360, 2018-09-10 17:49:55, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[表情]
275922122, 2018-09-10 17:51:04, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#发完作业被殴打不开心
275922122, 2018-09-10 17:51:19, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#助教暗戳戳往下次作业里加料
835599652, 2018-09-10 17:51:33, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#打分之前开心起来就好了
275922122, 2018-09-10 17:51:37, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
2739294360, 2018-09-10 17:51:56, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#[图片]
2759947904, 2018-09-10 17:52:01, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#你已经犯过傻了 不用犯坏了
2739294360, 2018-09-10 17:52:05, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#G胖正在瞎搞
2739294360, 2018-09-10 17:54:52, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#今天的编译原理课为词频统计提供了一个很好的方案
2739294360, 2018-09-10 17:55:25, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#构造DFA来测定单词总量和超过四个字母的单词
719990559, 2018-09-10 17:55:39, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#做一个自动机是吗
2739294360, 2018-09-10 17:55:46, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#差不多
719990559, 2018-09-10 17:55:46, #我要换组# #我要红包# #我支持调课#, #我要换组#、#我要红包#、#我支持调课#有想法
2759947904, 2018-09-10 17:56:00, , 翻翻别人造的轮子
2739294360, 2018-09-10 17:56:54, , 我打算直接分离Java的统计
1072797231, 2018-09-10 21:46:34, , 孤家寡人，唉
869535666, 2018-09-10 21:59:08, , [图片]同学们，有谁认识这家伙帮忙拉进群里
869535666, 2018-09-10 21:59:13, , [图片]
1072797231, 2018-09-10 22:02:05, , 学长[表情]
869535666, 2018-09-10 22:02:30, , [图片]分数是不想要了
2759947904, 2018-09-10 22:02:34, , 不是跟你一级的吗
869535666, 2018-09-10 22:02:58, , 也可能是休学重读的
1072797231, 2018-09-10 22:03:42, , [表情]
869535666, 2018-09-10 22:37:18, , 公开处刑：介于班同学刚刚加入群，所以决定到9月13号23：00为止，把第一次作业补上，按最后成绩取百分之70，超时分数为0；第二次作业正常时间9月12号截止，但是两天的时间有点不人性化，所以12号晚上23:00之后到15号晚上23:00之间提交算最终成绩的百分之70，15号之后提交为0分
869535666, 2018-09-10 22:38:27, , 其他同学照常提交，请勿延迟，截止时间过后是0分，超时1周未补上倒扣本次作业的成绩
1072797231, 2018-09-10 22:38:54, , [图片]
hongzebo1218@qq.com, 2018-09-10 22:39:46, , 截止时间是0点还是24点
563541587, 2018-09-10 22:39:59, , [图片]
869535666, 2018-09-10 22:40:10, , 第二次作业截止时间是12号23:00
869535666, 2018-09-10 22:40:18, , [图片]
hongzebo1218@qq.com, 2018-09-10 22:42:23, , 哦
2739294360, 2018-09-11 1:16:22, , [表情]
hongzebo1218@qq.com, 2018-09-11 10:18:23, , 还有谁没有结对吗
913680749, 2018-09-11 13:21:49, , 我
913680749, 2018-09-11 13:21:52, , [表情]
davincigl@qq.com, 2018-09-11 13:22:48, , 我
913680749, 2018-09-11 13:23:58, , 现在组队吗
1276874644, 2018-09-11 13:34:37, , 有人要组队吗[表情]
2739294360, 2018-09-11 13:52:39, , 有人要组队吗？[表情]
2739294360, 2018-09-11 13:52:48, , 萌新求带
869535666, 2018-09-11 23:08:22, , 在看博客的时候发现有抄袭的现象出现，在此提醒一下：博客或者代码抄袭是件很严肃的事情，这次的作业会用专门的工具进行查重检查，发现会倒扣分！！（当然，轻微的借鉴是可以的，但要附上借鉴的原作者地址
1072797231, 2018-09-11 23:17:45, , [表情]
275922122, 2018-09-12 4:01:08, , ★ 请大家注意在作业截止前提交博客和pull request，助教将在作业截止后开始合并pr。★ 最后一波友情提示，请依照作业博客严格检查输入输出规范！助教将采用命令行批量测试，无法接受命令行参数的、命令行不能识别输入文件的、没有输出文件的、输出格式不规范的在批量测试中无法取得良好成绩，请注意在截止时间前修改。
1730862627, 2018-09-12 7:13:51, , 哇4点，辛苦助教了
2739294360, 2018-09-12 7:30:45, , 完全不想研究PSP表格
2739294360, 2018-09-12 7:31:00, , 我是不是已经是废了？
2739294360, 2018-09-12 7:31:17, , [图片]
2739294360, 2018-09-12 10:46:28, , 专业写bug的萌新java
2739294360, 2018-09-12 10:46:36, , 有人要吗？[表情][表情][表情]
2739294360, 2018-09-12 11:16:10, , 《今天中午吃什么》.docx
869535666, 2018-09-12 11:40:37, , 你们结对和团队要抓紧组啦，最后落单的我们就随缘给你们组了ԅ(¯ㅂ¯ԅ)
2739294360, 2018-09-12 11:43:06, , bug联盟
869535666, 2018-09-12 11:43:51, , [图片]
275922122, 2018-09-12 13:27:16, , 【转换Excel表格到MarkDown：exceltk】http://www.cnblogs.com/math/p/exceltk.html
1072797231, 2018-09-12 14:19:51, , 来得正好
1259125423, 2018-09-12 14:23:51, , [图片]
1259125423, 2018-09-12 14:24:12, , PSP表格直接在一些markdown编辑器里就可以直接用
1259125423, 2018-09-12 14:24:32, , 如上图，Typora，一款优秀的markdown编辑器
835599652, 2018-09-12 15:14:26, , [图片]
835599652, 2018-09-12 15:14:43, , 老师课上说的下一个华为[表情]
83604387, 2018-09-12 15:16:12, , 大家可以去听听哈，看看自己是否有差距
83604387, 2018-09-12 15:20:15, , 海康威视是以视频为核心的物联网解决方案和数据运营服务提供商，面向全球提供安防、可视化管理与大数据服务。海康威视全球员工26330万人（截至2017年底），其中研发人员13085人，研发投入占企业销售额的7%-8%，绝对数额占据业内前茅。海康威视是博士后科研工作站单位，在国内设有五大研发中心，在海外建立蒙特利尔研发中心和硅谷研究所。海康威视拥有视音频编解码、视频图像处理、视音频数据存储等核心技术及云计算、大数据、深度学习等前瞻技术，针对公安、交通、司法、文教卫、金融、能源和智能楼宇等众多行业提供专业的细分产品、IVM智能可视化管理解决方案和大数据服务。在视频监控行业之外，海康威视基于视频技术，将业务延伸到智能家居、工业自动化和汽车电子等行业，为持续发展打开新的空间。海康威视2017年实现营业总收入419.05亿元，利润总额104.87亿元，均实现较大幅度增长。在中国大陆35个城市设立分公司及售后服务站，在香港、荷兰、南非、印度、迪拜、美国等地设立37家分支机构。公司产品和解决方案应用在150多个国家和地区，在G20杭州峰会、北京奥运会、上海世博会、美国费城平安社区、韩国首尔平安城市、巴西世界杯场馆、意大利米兰国际机场等重大安保项目中发挥了极其重要的作用。
869535666, 2018-09-12 16:49:24, , 距离第二次作业的截止时间只有不到六个小时了，还有六十多位同学未提交作业，其中博客还没开始写的同学要抓紧啦，博客和代码一样重要，占了快一半的分值
869535666, 2018-09-12 16:50:07, , 再次强调，作业提交请勿延迟，截止时间过后是0分，超时1周未补上倒扣本次作业的成绩
275922122, 2018-09-12 22:30:53, , 最后半小时，注意参照博客样例检查程序的输入输出，pr之后再次修改代码的需要重新发起pr
869535666, 2018-09-12 22:32:26, , 还没提交博客的可以先提交，然后再利用剩下的时间完善，避免截止时因网络等问题影响最后的提交
734353522, 2018-09-12 22:50:05, , 怎么重新pull request啊
734353522, 2018-09-12 22:50:26, , 有大佬来拯救下嘛
2739294360, 2018-09-12 22:57:23, , 完全不知道
2739294360, 2018-09-12 22:57:38, , 我基本上胡乱commit了
396406412, 2018-09-12 22:58:44, , [图片]
396406412, 2018-09-12 22:58:47, , 感人的速度
215757529, 2018-09-12 22:59:22, , [图片]基本技能
847229035, 2018-09-12 22:59:56, , [图片]
2739294360, 2018-09-12 23:00:05, , 赛风了解一下
2739294360, 2018-09-12 23:00:26, , 锐捷上gayhub简直是在找虐
2739294360, 2018-09-12 23:00:47, , 网页显示残缺不全是常有的事
869535666, 2018-09-12 23:06:19, , 目前已发现多位同学的抄袭现象，具体怎么惩罚，我们会好好讨论的，希望抄袭的同学能过上“忐忑”的一个晚上^_^
2739294360, 2018-09-12 23:07:02, , [表情]
83604387, 2018-09-12 23:07:18, , [表情]
2739294360, 2018-09-12 23:07:26, , 从某种意义上讲突然想扁人
1259125423, 2018-09-12 23:08:05, , @计4 何家健 你直接使用Github的在线上传也可以，网速会快很多
1072797231, 2018-09-12 23:08:26, , 直接文件夹拉进去
1259125423, 2018-09-12 23:08:41, , 自己搭梯子，上传下载速度也很快
2739294360, 2018-09-12 23:09:01, , 赛风也还好
215757529, 2018-09-12 23:09:09, , ？？？
215757529, 2018-09-12 23:09:10, , [图片]
1259125423, 2018-09-12 23:09:29, , 楼上兄弟的节点真多
2759947904, 2018-09-12 23:09:30, , 不许动 查水表
1072797231, 2018-09-12 23:09:38, , [表情]
2739294360, 2018-09-12 23:09:40, , 查水表
2739294360, 2018-09-12 23:09:51, , 这位同学
1072797231, 2018-09-12 23:09:54, , 兄弟，借一部看看
2739294360, 2018-09-12 23:10:05, , 我以触犯中国法律的理由[表情][表情]你
1259125423, 2018-09-12 23:10:34, , 我们翻墙是为了学习
1259125423, 2018-09-12 23:10:39, , [表情]
2759947904, 2018-09-12 23:11:33, , YouTube免费1080p还不要会员真好
2739294360, 2018-09-13 0:35:22, , pr开始合并了[表情]
275922122, 2018-09-13 2:27:30, , 不建个人文件夹，不把个人文件夹放在相应目录下的同学[表情]
1072797231, 2018-09-13 7:43:07, , 0分
ibelove@foxmail.com, 2018-09-13 8:41:14, , 网不行啊，昨晚，崩了。。
2739294360, 2018-09-13 8:41:42, , 锐捷固有问题
869535666, 2018-09-13 10:20:37, , 忘记交作业的同学无论是写完了忘交了还是没写完刚补上，都算是零分，请勿因此私聊助教，这是对其他同学的不尊重一次作业只占一部分分数，就当长个教训吧(￣へ￣)
275922122, 2018-09-13 12:07:21, , 
275922122, 2018-09-13 12:08:07, , 
1419450376, 2018-09-13 12:17:02, , 魔鬼
2739294360, 2018-09-13 12:17:58, , 还需要构建之法的理解
2739294360, 2018-09-13 12:18:04, , 要设计原型
784374600, 2018-09-13 12:20:04, , 你们是魔鬼吗
835599652, 2018-09-13 12:20:15, , [图片]
1059690913, 2018-09-13 12:20:22, , [图片]
2759947904, 2018-09-13 12:20:59, , 谁是小樱
2739294360, 2018-09-13 12:22:10, , [图片]
2739294360, 2018-09-13 12:22:15, , 以后可能是
1730862627, 2018-09-13 12:22:22, , 柯小樱[表情]
1730862627, 2018-09-13 12:22:42, , 柯老板的孩子吧
2759947904, 2018-09-13 12:23:50, , 我要教育她自己的事情自己做
215757529, 2018-09-13 12:24:14, , 爬虫
215757529, 2018-09-13 12:24:17, , 还可以
2739294360, 2018-09-13 12:25:43, , 结对作业
2739294360, 2018-09-13 12:25:48, , 赶快搞事
869535666, 2018-09-13 12:26:22, , 结对作业开始了，还有10几位同学未找到小伙伴，要抓紧啦，今天内还未确定，我们就给你们随意组了
1072797231, 2018-09-13 13:03:50, , 这次作业的代码需求呢
1072797231, 2018-09-13 13:04:50, , 每周跟进吗
1072797231, 2018-09-13 13:05:40, , 几周内完成啊
2739294360, 2018-09-13 13:06:55, , 一周
2739294360, 2018-09-13 13:06:59, , 没有代码需求
2739294360, 2018-09-13 13:07:16, , 最后是提交设计文档
2739294360, 2018-09-13 13:07:34, , 以博客评论来告知是否通过
1072797231, 2018-09-13 13:14:20, , 那下次不是要写吗
869535666, 2018-09-13 13:14:38, , [图片]
869535666, 2018-09-13 13:14:49, , 结对二就是编程了
215757529, 2018-09-13 13:15:13, , 结对二是实现这个爬虫是吧..._(:з」∠)_
947605846, 2018-09-13 13:16:00, , 请问用户给定的论文列表是啥格式的？
869535666, 2018-09-13 13:18:59, , 可以参考http://www.qianjia.com/html/2018-05/28_293381.html
947605846, 2018-09-13 13:19:56, , 谢谢
275922122, 2018-09-13 15:37:30, , http://openaccess.thecvf.com/CVPR2018.py
1259125423, 2018-09-13 22:07:57, , 还有，没结队的吗，双人的？求队友。。。忘记结了
2759947904, 2018-09-13 22:08:18, , [哈哈哈]
1259125423, 2018-09-13 22:08:40, , [图片]
563541587, 2018-09-13 22:10:45, , [图片]
1259125423, 2018-09-13 22:17:59, , 队友已找到
869535666, 2018-09-13 23:04:10, , 发现有的同学的工程居然有几百兆。。。你们是在里面放电影了吗？？？push前请检查好自己的工程，别把一些奇奇怪怪的东西上传
784374600, 2018-09-13 23:05:42, , 噗
869535666, 2018-09-13 23:10:21, , [图片]
